origin_index,origin_date,origin_ts_ny,origin_clock_status,target_1d_date,target_1d_maturity,target_3d_date,target_3d_maturity,close,monthly_direction_3m,fast_state,slow_state,emergency_level,emergency_reversal,ny17_state_pit_status,gvz_source_date,gvz_value,gvz_cap,gvz_panic,gvz_pit_status,macro_event_v2_pit_status,bocpd_pit_status,market_shock_v3_status,scoring_eligibility,evidence_class,prospective_claim
203,2025-12-31,2025-12-31T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-01,MATURED,2026-01-04,MATURED,4316.55249,UP,ROBUST_DOWN,ROBUST_UP,UP,DOWN_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2025-12-31,23.92,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
204,2026-01-01,2026-01-01T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-02,MATURED,2026-01-05,MATURED,4315.14181,UP,ROBUST_DOWN,ROBUST_UP,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2025-12-31,23.92,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
205,2026-01-02,2026-01-02T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-04,MATURED,2026-01-06,MATURED,4325.64121,UP,ROBUST_DOWN,NOT_YET_ROBUST,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-02,23.8,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
206,2026-01-04,2026-01-04T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-05,MATURED,2026-01-07,MATURED,4330.5508,UP,ROBUST_DOWN,ROBUST_DOWN,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-02,23.8,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
207,2026-01-05,2026-01-05T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-06,MATURED,2026-01-08,MATURED,4449.23798,UP,MIXED,NOT_YET_ROBUST,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-05,24.25,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
208,2026-01-06,2026-01-06T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-07,MATURED,2026-01-09,MATURED,4494.89199,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-06,24.82,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
209,2026-01-07,2026-01-07T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-08,MATURED,2026-01-10,MATURED,4456.49657,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-07,24.13,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
210,2026-01-08,2026-01-08T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-09,MATURED,2026-01-11,MATURED,4477.91006,UP,ROBUST_UP,NOT_YET_ROBUST,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-08,24.07,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
211,2026-01-09,2026-01-09T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-10,MATURED,2026-01-12,MATURED,4509.89122,UP,ROBUST_UP,NOT_YET_ROBUST,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-09,23.43,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
212,2026-01-10,2026-01-10T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-11,MATURED,2026-01-13,MATURED,4509.81391,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-09,23.43,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
213,2026-01-11,2026-01-11T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-12,MATURED,2026-01-14,MATURED,4509.85814,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-09,23.43,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
214,2026-01-12,2026-01-12T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-13,MATURED,2026-01-15,MATURED,4597.59111,UP,ROBUST_UP,NOT_YET_ROBUST,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-12,25.03,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
215,2026-01-13,2026-01-13T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-14,MATURED,2026-01-16,MATURED,4586.36421,UP,ROBUST_UP,NOT_YET_ROBUST,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-13,23.76,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
216,2026-01-14,2026-01-14T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-15,MATURED,2026-01-17,MATURED,4627.00838,UP,ROBUST_UP,NOT_YET_ROBUST,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-14,23.57,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
217,2026-01-15,2026-01-15T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-16,MATURED,2026-01-18,MATURED,4616.03719,UP,ROBUST_UP,NOT_YET_ROBUST,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-15,22.06,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
218,2026-01-16,2026-01-16T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-17,MATURED,2026-01-19,MATURED,4595.32134,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-16,22.23,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
219,2026-01-17,2026-01-17T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-18,MATURED,2026-01-20,MATURED,4595.34517,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-16,22.23,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
220,2026-01-18,2026-01-18T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-19,MATURED,2026-01-21,MATURED,4595.49304,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-16,22.23,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
221,2026-01-19,2026-01-19T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-20,MATURED,2026-01-22,MATURED,4671.03338,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-16,22.23,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
222,2026-01-20,2026-01-20T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-21,MATURED,2026-01-23,MATURED,4763.54059,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-20,24.79,1.0,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
223,2026-01-21,2026-01-21T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-22,MATURED,2026-01-24,MATURED,4831.79159,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-21,26.27,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
224,2026-01-22,2026-01-22T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-23,MATURED,2026-01-25,MATURED,4936.01347,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-22,28.11,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
225,2026-01-23,2026-01-23T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-24,MATURED,2026-01-26,MATURED,4982.76588,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-23,30.01,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
226,2026-01-24,2026-01-24T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-25,MATURED,2026-01-27,MATURED,4982.44225,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-23,30.01,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
227,2026-01-25,2026-01-25T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-26,MATURED,2026-01-28,MATURED,4982.4403,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-23,30.01,0.5,False,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
228,2026-01-26,2026-01-26T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-27,MATURED,2026-01-29,MATURED,5009.71783,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-26,32.7,0.25,True,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
229,2026-01-27,2026-01-27T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-28,MATURED,2026-01-30,MATURED,5179.36865,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-27,33.13,0.25,True,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
230,2026-01-28,2026-01-28T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-29,MATURED,2026-01-31,MATURED,5416.48558,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-28,39.67,0.25,True,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
231,2026-01-29,2026-01-29T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-30,MATURED,2026-02-01,MATURED,5375.13048,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-29,46.02,0.25,True,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
232,2026-01-30,2026-01-30T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-01-31,MATURED,2026-02-02,MATURED,4866.25535,UP,ROBUST_UP,ROBUST_UP,UP,DOWN_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2026-01-30,44.08,0.25,True,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
233,2026-01-31,2026-01-31T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-02-01,MATURED,2026-02-03,MATURED,4865.465,UP,ROBUST_UP,ROBUST_UP,UP,DOWN_ALERT,READY_TO_REPLAY_RETROSPECTIVE,2026-01-30,44.08,0.25,True,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
234,2026-02-01,2026-02-01T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-02-02,MATURED,2026-02-04,MATURED,4865.45226,UP,MIXED,ROBUST_UP,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-01-30,44.08,0.25,True,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
235,2026-02-02,2026-02-02T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-02-03,MATURED,2026-02-05,MATURED,4660.06864,UP,ROBUST_DOWN,ROBUST_UP,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-02-02,37.38,0.25,True,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
236,2026-02-03,2026-02-03T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-02-04,MATURED,2026-02-06,MATURED,4946.3904,UP,MIXED,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-02-03,41.04,0.25,True,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
237,2026-02-04,2026-02-04T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-02-05,MATURED,2026-02-07,MATURED,4965.28851,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-02-04,36.93,0.25,True,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
238,2026-02-05,2026-02-05T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-02-06,MATURED,2026-02-08,MATURED,4778.93454,UP,MIXED,ROBUST_UP,NEUTRAL,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-02-05,35.53,0.25,True,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
239,2026-02-06,2026-02-06T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-02-07,MATURED,2026-02-09,MATURED,4962.63337,UP,MIXED,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-02-06,33.96,0.25,True,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
240,2026-02-07,2026-02-07T17:00:00-05:00,READY_PROVEN_GOVERNED_NY17_SEMANTIC,2026-02-08,MATURED,2026-02-10,MATURED,4959.077,UP,ROBUST_UP,ROBUST_UP,UP,OFF,READY_TO_REPLAY_RETROSPECTIVE,2026-02-06,33.96,0.25,True,BLOCKED_PIT_EXACT_RELEASE_CLOCK_NOT_PROVEN,BLOCKED_PANEL_DAILY_ASOF_JOIN_NOT_CANONICAL,BLOCKED_DATA_DAILY_ORIGIN_STATE_NOT_FOUND,NOT_FOUND_CANONICAL,B0_AND_B4_ONLY_NO_NEW_PHASE2_SCORE,RETROSPECTIVE_HISTORICAL_RECONSTRUCTION_NOT_PROSPECTIVE,false
